AKAZE_dist,00000.png,00001.png,00002.png,00003.png,00004.png,00005.png
00000.png,0.0,0.0,145.41666666666666,158.66666666666666,157.83333333333334,129.33333333333334
00001.png,0.0,0.0,145.41666666666666,158.66666666666666,157.83333333333334,129.33333333333334
00002.png,160.33898305084745,160.33898305084745,0.0,170.22881355932202,174.1271186440678,172.09322033898306
00003.png,119.0,119.0,135.41509433962264,0.0,63.283018867924525,96.0754716981132
00004.png,109.42105263157895,109.42105263157895,136.03508771929825,68.75438596491227,0.0,91.96491228070175
00005.png,99.22448979591837,99.22448979591837,136.08163265306123,119.6938775510204,111.28571428571429,0.0
